Team,Name,Torneo,Goals,Succ. dribbles,Tackles,Assists,Accurate passes %,Big chances missed,Total shots,Goal conversion %,Interceptions,Clearances,Errors leading to goal,Big chances created,Accurate passes,Key passes,Saves,Clean sheet,Penalties saved,Saves from inside box,Runs out
Deportivo Cali,Andrés Andrade,Clausura 2024B,0.0,11.0,7.0,1.0,78.9,0.0,11.0,0.0,3.0,5.0,0.0,0.0,187.0,12.0,,,,,
Deportivo Cali,Andrés Andrade,Apertura 2024A,0.0,3.0,0.0,0.0,76.81,1.0,5.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,,,,,
Fortaleza CEIF,Andrés Ariza,Clausura 2024B,0.0,0.0,1.0,0.0,82.22,0.0,0.0,0.0,1.0,1.0,0.0,0.0,37.0,0.0,,,,,
Atlético Huila,Andrés Ariza,Clausura 2023B,0.0,1.0,16.0,0.0,77.95,0.0,4.0,0.0,10.0,53.0,0.0,0.0,396.0,2.0,,,,,
Deportes Tolima,Andrés Arroyo,Apertura 2025A,2.0,3.0,9.0,0.0,85.48,0.0,6.0,33.33,3.0,2.0,0.0,0.0,159.0,7.0,,,,,
Deportes Tolima,Andrés Arroyo,Clausura 2024B,0.0,0.0,0.0,1.0,74.24,0.0,3.0,0.0,2.0,0.0,0.0,0.0,49.0,3.0,,,,,
Deportivo Cali,Andrés Arroyo,Clausura 2023B,1.0,6.0,13.0,0.0,77.08,0.0,11.0,9.09,8.0,2.0,0.0,2.0,222.0,13.0,,,,,
Deportivo Cali,Andrés Arroyo,Apertura 2023A,3.0,3.0,19.0,0.0,79.93,0.0,13.0,23.08,4.0,0.0,0.0,0.0,215.0,13.0,,,,,
Envigado FC,Andrés Cadavid,Apertura 2024A,0.0,0.0,9.0,0.0,78.44,0.0,5.0,0.0,5.0,47.0,0.0,0.0,342.0,1.0,,,,,
Envigado FC,Andrés Cadavid,Clausura 2023B,0.0,3.0,9.0,1.0,73.13,0.0,6.0,0.0,12.0,75.0,0.0,0.0,332.0,3.0,,,,,
Independiente Medellín,Andrés Cadavid,Apertura 2023A,1.0,0.0,20.0,0.0,84.31,0.0,18.0,5.56,28.0,57.0,0.0,0.0,817.0,5.0,,,,,
Independiente Medellín,Andrés Dávila,Clausura 2024B,0.0,1.0,0.0,0.0,55.56,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,,,,,
Independiente Medellín,Andrés Dávila,Apertura 2024A,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
Deportivo Pereira,Andrés Ibargüen,Clausura 2024B,1.0,9.0,14.0,0.0,78.07,1.0,9.0,11.11,1.0,4.0,0.0,1.0,267.0,23.0,,,,,
Deportivo Pereira,Andrés Ibargüen,Apertura 2024A,4.0,16.0,13.0,2.0,86.36,1.0,17.0,23.53,7.0,5.0,0.0,2.0,481.0,17.0,,,,,
Independiente Medellín,Andrés Ibargüen,Clausura 2023B,0.0,10.0,5.0,2.0,78.3,0.0,7.0,0.0,4.0,1.0,0.0,2.0,184.0,12.0,,,,,
Independiente Medellín,Andrés Ibargüen,Apertura 2023A,0.0,16.0,18.0,3.0,85.35,0.0,19.0,0.0,3.0,0.0,0.0,3.0,373.0,21.0,,,,,
Millonarios,Andrés Llinás,Apertura 2025A,0.0,0.0,10.0,0.0,85.82,0.0,3.0,0.0,9.0,27.0,0.0,0.0,236.0,2.0,,,,,
Millonarios,Andrés Llinás,Clausura 2024B,1.0,0.0,11.0,1.0,83.72,0.0,6.0,16.67,24.0,47.0,0.0,0.0,401.0,1.0,,,,,
Millonarios,Andrés Llinás,Apertura 2024A,0.0,1.0,25.0,2.0,82.89,2.0,8.0,0.0,15.0,60.0,1.0,1.0,625.0,5.0,,,,,
Millonarios,Andrés Llinás,Clausura 2023B,1.0,3.0,30.0,0.0,86.73,0.0,6.0,16.67,16.0,43.0,0.0,0.0,660.0,1.0,,,,,
Millonarios,Andrés Llinás,Apertura 2023A,2.0,0.0,25.0,2.0,85.25,1.0,10.0,20.0,29.0,41.0,0.0,2.0,572.0,4.0,,,,,
Llaneros FC,Andrés López,Apertura 2025A,0.0,0.0,2.0,0.0,82.14,0.0,1.0,0.0,1.0,0.0,0.0,0.0,23.0,1.0,,,,,
Independiente Santa Fe,Andrés Mehring,Apertura 2025A,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,14.0,0.0,7.0,1.0,0.0,4.0,0.0
Alianza Valledupar FC,Andrés Morales,Apertura 2024A,0.0,1.0,1.0,0.0,84.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,21.0,1.0,,,,,
Alianza Petrolera,Andrés Morales,Clausura 2023B,0.0,2.0,3.0,0.0,75.86,0.0,3.0,0.0,1.0,1.0,0.0,0.0,44.0,5.0,,,,,
Alianza Petrolera,Andrés Morales,Apertura 2023A,0.0,5.0,7.0,1.0,67.74,0.0,4.0,0.0,1.0,1.0,0.0,1.0,42.0,3.0,,,,,
América de Cali,Andrés Mosquera,Apertura 2025A,0.0,0.0,1.0,0.0,86.96,0.0,1.0,0.0,0.0,10.0,0.0,0.0,20.0,0.0,,,,,
Independiente Santa Fe,Andrés Mosquera,Apertura 2025A,0.0,1.0,0.0,0.0,63.1,0.0,1.0,0.0,0.0,12.0,0.0,0.0,159.0,0.0,36.0,4.0,0.0,18.0,1.0
América de Cali,Andrés Mosquera,Clausura 2024B,1.0,2.0,17.0,1.0,82.33,1.0,11.0,9.09,11.0,61.0,0.0,0.0,494.0,5.0,,,,,
Independiente Santa Fe,Andrés Mosquera,Clausura 2024B,0.0,1.0,2.0,0.0,67.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,272.0,0.0,72.0,6.0,0.0,43.0,5.0
América de Cali,Andrés Mosquera,Apertura 2024A,0.0,0.0,8.0,0.0,88.89,0.0,1.0,0.0,4.0,33.0,0.0,0.0,248.0,1.0,,,,,
Independiente Santa Fe,Andrés Mosquera,Apertura 2024A,0.0,1.0,0.0,0.0,61.57,0.0,0.0,0.0,0.0,22.0,0.0,0.0,306.0,2.0,74.0,14.0,0.0,38.0,0.0
Independiente Medellín,Andrés Mosquera,Clausura 2023B,0.0,1.0,0.0,0.0,73.23,0.0,0.0,0.0,0.0,3.0,0.0,0.0,93.0,0.0,13.0,1.0,0.0,6.0,0.0
Independiente Medellín,Andrés Mosquera,Apertura 2023A,0.0,1.0,0.0,0.0,76.26,0.0,0.0,0.0,0.0,13.0,1.0,0.0,273.0,0.0,47.0,4.0,0.0,21.0,0.0
Millonarios,Andrés Murillo,Clausura 2023B,0.0,0.0,0.0,0.0,66.67,0.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,0.0,,,,,
Millonarios,Andrés Murillo,Apertura 2023A,0.0,0.0,14.0,0.0,78.88,0.0,2.0,0.0,8.0,13.0,0.0,0.0,127.0,0.0,,,,,
Atlético Bucaramanga,Andrés Ponce,Apertura 2025A,0.0,1.0,3.0,1.0,66.67,2.0,11.0,0.0,0.0,2.0,0.0,1.0,36.0,4.0,,,,,
Atlético Bucaramanga,Andrés Ponce,Clausura 2024B,2.0,0.0,6.0,1.0,77.98,1.0,28.0,7.14,2.0,6.0,0.0,1.0,131.0,15.0,,,,,
Alianza Valledupar FC,Andrés Rentería,Apertura 2025A,0.0,0.0,0.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,
Alianza Valledupar FC,Andrés Rentería,Clausura 2024B,3.0,5.0,2.0,0.0,80.34,0.0,17.0,17.65,3.0,4.0,0.0,1.0,143.0,13.0,,,,,
Alianza Valledupar FC,Andrés Rentería,Apertura 2024A,5.0,6.0,4.0,0.0,72.5,3.0,29.0,17.24,0.0,5.0,0.0,1.0,116.0,7.0,,,,,
Alianza Petrolera,Andrés Rentería,Clausura 2023B,2.0,4.0,3.0,0.0,81.62,1.0,18.0,11.11,3.0,6.0,0.0,1.0,111.0,9.0,,,,,
Deportes Tolima,Andrés Rentería,Apertura 2023A,1.0,1.0,0.0,0.0,80.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,12.0,1.0,,,,,
Fortaleza CEIF,Andrés Ricaurte,Apertura 2025A,1.0,1.0,6.0,0.0,82.26,0.0,9.0,11.11,0.0,3.0,0.0,0.0,218.0,11.0,,,,,
Independiente Medellín,Andrés Ricaurte,Clausura 2023B,0.0,2.0,8.0,1.0,84.69,0.0,5.0,0.0,3.0,5.0,0.0,2.0,260.0,8.0,,,,,
Independiente Medellín,Andrés Ricaurte,Apertura 2023A,1.0,9.0,17.0,2.0,84.57,0.0,23.0,4.35,13.0,13.0,0.0,1.0,603.0,37.0,,,,,
Atlético Nacional,Andrés Román,Apertura 2025A,1.0,2.0,1.0,0.0,75.28,0.0,10.0,10.0,6.0,13.0,0.0,0.0,134.0,3.0,,,,,
Atlético Nacional,Andrés Román,Clausura 2024B,6.0,1.0,17.0,3.0,77.72,0.0,21.0,28.57,12.0,34.0,0.0,2.0,307.0,15.0,,,,,
Atlético Nacional,Andrés Román,Clausura 2023B,0.0,2.0,15.0,2.0,76.82,0.0,13.0,0.0,6.0,22.0,0.0,0.0,179.0,9.0,,,,,
Atlético Nacional,Andrés Román,Apertura 2023A,2.0,3.0,27.0,1.0,81.31,0.0,17.0,11.76,10.0,21.0,1.0,1.0,335.0,10.0,,,,,
Atlético Nacional,Andrés Salazar,Apertura 2025A,1.0,0.0,5.0,0.0,80.0,0.0,1.0,100.0,3.0,3.0,0.0,0.0,56.0,0.0,,,,,
Atlético Nacional,Andrés Salazar,Apertura 2024A,1.0,7.0,10.0,1.0,75.59,1.0,10.0,10.0,11.0,13.0,0.0,0.0,226.0,15.0,,,,,
Atlético Nacional,Andrés Salazar,Clausura 2023B,0.0,2.0,9.0,0.0,71.68,0.0,4.0,0.0,4.0,5.0,0.0,1.0,81.0,10.0,,,,,
Atlético Nacional,Andrés Salazar,Apertura 2023A,0.0,1.0,2.0,0.0,80.25,0.0,2.0,0.0,3.0,4.0,0.0,0.0,65.0,1.0,,,,,
Atlético Nacional,Andrés Sarmiento,Apertura 2025A,0.0,0.0,1.0,1.0,95.65,0.0,2.0,0.0,1.0,1.0,0.0,0.0,22.0,1.0,,,,,
Atlético Nacional,Andrés Sarmiento,Clausura 2024B,4.0,6.0,20.0,3.0,78.2,2.0,36.0,11.11,8.0,4.0,0.0,0.0,287.0,21.0,,,,,
América de Cali,Andrés Sarmiento,Apertura 2024A,1.0,4.0,0.0,0.0,80.56,1.0,6.0,16.67,0.0,0.0,0.0,1.0,58.0,2.0,,,,,
América de Cali,Andrés Sarmiento,Clausura 2023B,6.0,16.0,8.0,1.0,73.13,8.0,42.0,14.29,1.0,2.0,0.0,4.0,196.0,22.0,,,,,
América de Cali,Andrés Sarmiento,Apertura 2023A,6.0,17.0,16.0,1.0,72.0,0.0,29.0,20.69,9.0,0.0,0.0,0.0,180.0,10.0,,,,,
Envigado FC,Andrés Tovar,Apertura 2025A,0.0,1.0,0.0,0.0,92.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,1.0,1.0
Envigado FC,Andrés Tovar,Clausura 2024B,0.0,0.0,0.0,0.0,66.2,0.0,0.0,0.0,0.0,7.0,0.0,0.0,47.0,0.0,16.0,1.0,0.0,9.0,0.0
Envigado FC,Andrés Vargas,Apertura 2025A,0.0,0.0,0.0,0.0,44.44,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,
Envigado FC,Andrés Vargas,Clausura 2024B,0.0,0.0,0.0,0.0,56.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,,,,,
Boyacá Chicó FC,Angelo Peña,Apertura 2024A,2.0,16.0,10.0,0.0,77.83,0.0,26.0,7.69,3.0,2.0,0.0,2.0,323.0,14.0,,,,,
Boyacá Chicó FC,Angelo Peña,Clausura 2023B,1.0,17.0,4.0,2.0,77.41,1.0,23.0,4.35,1.0,1.0,0.0,2.0,305.0,27.0,,,,,
Boyacá Chicó FC,Angelo Peña,Apertura 2023A,4.0,21.0,14.0,3.0,84.52,1.0,47.0,8.51,7.0,2.0,0.0,3.0,535.0,22.0,,,,,
Unión Magdalena,Anthony Bedoya Caicedo,Clausura 2023B,0.0,3.0,11.0,0.0,76.54,0.0,4.0,0.0,5.0,25.0,0.0,0.0,349.0,1.0,,,,,
Independiente Santa Fe,Antony Silva,Clausura 2023B,0.0,1.0,0.0,0.0,61.5,0.0,0.0,0.0,0.0,12.0,0.0,0.0,238.0,0.0,52.0,5.0,0.0,31.0,2.0
Rionegro Águilas Doradas,Antony Vásquez,Apertura 2025A,0.0,1.0,7.0,0.0,81.4,0.0,8.0,0.0,0.0,2.0,0.0,0.0,35.0,3.0,,,,,
Rionegro Águilas Doradas,Antony Vásquez,Clausura 2024B,1.0,2.0,4.0,0.0,77.22,0.0,9.0,11.11,0.0,1.0,0.0,0.0,61.0,2.0,,,,,
Rionegro Águilas Doradas,Antony Vásquez,Apertura 2024A,0.0,0.0,2.0,0.0,55.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,22.0,1.0,,,,,
Rionegro Águilas Doradas,Antony Vásquez,Clausura 2023B,1.0,3.0,8.0,0.0,66.67,1.0,8.0,12.5,0.0,1.0,0.0,0.0,22.0,1.0,,,,,
Rionegro Águilas Doradas,Antony Vásquez,Apertura 2023A,0.0,0.0,0.0,0.0,80.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,
Boyacá Chicó FC,Arlen Banguero,Apertura 2025A,0.0,0.0,1.0,0.0,71.43,0.0,0.0,0.0,1.0,4.0,0.0,0.0,5.0,0.0,,,,,
Deportivo Pereira,Arley Rodríguez,Clausura 2023B,0.0,4.0,5.0,0.0,80.49,1.0,6.0,0.0,1.0,3.0,0.0,0.0,132.0,4.0,,,,,
Deportivo Pereira,Arley Rodríguez,Apertura 2023A,4.0,10.0,3.0,2.0,80.08,3.0,14.0,28.57,0.0,7.0,0.0,2.0,213.0,15.0,,,,,
Unión Magdalena,Arneth Gonzalez,Clausura 2023B,0.0,4.0,2.0,0.0,81.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,,,,,
Unión Magdalena,Arneth Gonzalez,Apertura 2023A,0.0,2.0,0.0,0.0,66.67,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,2.0,,,,,
Rionegro Águilas Doradas,Auli Oliveros,Apertura 2025A,0.0,0.0,0.0,0.0,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,,,,,
Rionegro Águilas Doradas,Auli Oliveros,Clausura 2024B,0.0,3.0,0.0,0.0,69.05,0.0,2.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,,,,,
Rionegro Águilas Doradas,Auli Oliveros,Clausura 2023B,0.0,0.0,2.0,0.0,75.71,0.0,2.0,0.0,0.0,1.0,0.0,0.0,53.0,1.0,,,,,
Rionegro Águilas Doradas,Auli Oliveros,Apertura 2023A,0.0,3.0,2.0,0.0,85.43,0.0,9.0,0.0,0.0,0.0,0.0,2.0,217.0,10.0,,,,,
América de Cali,Aurelio Dominguez,Clausura 2023B,0.0,0.0,0.0,0.0,77.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,,,,,
Deportivo La Equidad,Ayron Del Valle,Apertura 2025A,2.0,0.0,3.0,0.0,83.93,0.0,12.0,16.67,0.0,0.0,0.0,1.0,94.0,8.0,,,,,
Deportivo La Equidad,Ayron Del Valle,Clausura 2024B,2.0,1.0,6.0,2.0,71.96,0.0,12.0,16.67,1.0,1.0,0.0,1.0,77.0,9.0,,,,,
Independiente Medellín,Baldomero Perlaza,Apertura 2025A,0.0,0.0,9.0,1.0,78.98,1.0,6.0,0.0,3.0,6.0,0.0,1.0,139.0,10.0,,,,,
Independiente Medellín,Baldomero Perlaza,Clausura 2024B,0.0,3.0,7.0,2.0,79.84,2.0,13.0,0.0,5.0,13.0,0.0,2.0,301.0,5.0,,,,,
Independiente Medellín,Baldomero Perlaza,Apertura 2024A,1.0,3.0,11.0,0.0,82.74,2.0,11.0,9.09,2.0,9.0,0.0,0.0,254.0,4.0,,,,,
Deportivo La Equidad,Bayron Caicedo,Apertura 2025A,0.0,0.0,1.0,0.0,72.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,,,,,
Deportivo La Equidad,Bayron Caicedo,Apertura 2024A,0.0,0.0,1.0,0.0,63.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,,,,,
Atlético Bucaramanga,Bayron Duarte,Apertura 2024A,0.0,0.0,5.0,0.0,84.21,0.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,1.0,,,,,
Atlético Bucaramanga,Bayron Duarte,Clausura 2023B,0.0,4.0,7.0,0.0,64.78,1.0,11.0,0.0,4.0,8.0,0.0,1.0,103.0,7.0,,,,,
Envigado FC,Bayron Garcés,Apertura 2025A,5.0,2.0,1.0,0.0,84.62,1.0,14.0,35.71,1.0,2.0,0.0,0.0,77.0,1.0,,,,,
Envigado FC,Bayron Garcés,Clausura 2024B,1.0,5.0,3.0,1.0,72.95,1.0,25.0,4.0,0.0,1.0,0.0,1.0,89.0,9.0,,,,,
Envigado FC,Bayron Garcés,Apertura 2024A,5.0,7.0,1.0,1.0,73.33,7.0,41.0,12.2,0.0,3.0,0.0,0.0,154.0,11.0,,,,,
Envigado FC,Bayron Garcés,Clausura 2023B,5.0,1.0,2.0,1.0,74.81,2.0,23.0,21.74,1.0,3.0,0.0,2.0,98.0,7.0,,,,,
Atlético Bucaramanga,Bayron Garcés,Apertura 2023A,0.0,0.0,1.0,0.0,97.06,0.0,2.0,0.0,1.0,0.0,0.0,0.0,33.0,1.0,,,,,
Deportivo La Equidad,Beckham Castro,Apertura 2025A,0.0,13.0,4.0,1.0,78.95,0.0,23.0,0.0,0.0,0.0,0.0,0.0,90.0,8.0,,,,,
Deportivo La Equidad,Beckham Castro,Clausura 2024B,1.0,12.0,2.0,1.0,71.09,2.0,18.0,5.56,1.0,1.0,0.0,1.0,91.0,13.0,,,,,
Millonarios,Beckham Castro,Apertura 2024A,1.0,4.0,8.0,0.0,75.76,4.0,11.0,9.09,0.0,0.0,0.0,1.0,100.0,10.0,,,,,
Millonarios,Beckham Castro,Clausura 2023B,4.0,5.0,5.0,1.0,73.68,0.0,15.0,26.67,1.0,0.0,0.0,1.0,140.0,15.0,,,,,
Millonarios,Beckham Castro,Apertura 2023A,2.0,3.0,4.0,2.0,75.94,2.0,14.0,14.29,0.0,2.0,0.0,2.0,142.0,14.0,,,,,
Atlético Nacional,Bernardo Espinosa,Apertura 2024A,1.0,1.0,6.0,0.0,85.67,0.0,6.0,16.67,8.0,20.0,1.0,0.0,275.0,1.0,,,,,
Atlético Nacional,Billy Arce,Apertura 2025A,0.0,0.0,1.0,0.0,86.96,0.0,7.0,0.0,1.0,0.0,0.0,1.0,80.0,8.0,,,,,
Once Caldas,Billy Arce,Apertura 2024A,5.0,22.0,22.0,2.0,81.32,0.0,47.0,10.64,7.0,5.0,0.0,8.0,679.0,47.0,,,,,
Once Caldas,Billy Arce,Clausura 2023B,2.0,15.0,18.0,3.0,79.22,0.0,32.0,6.25,6.0,1.0,0.0,2.0,568.0,35.0,,,,,
Deportivo Pasto,Billy Arce,Apertura 2023A,1.0,19.0,5.0,1.0,81.93,1.0,24.0,4.17,3.0,2.0,0.0,4.0,322.0,33.0,,,,,
Atlético Huila,Bladimir Angulo,Clausura 2023B,0.0,1.0,7.0,1.0,79.25,0.0,3.0,0.0,4.0,11.0,0.0,0.0,210.0,5.0,,,,,
Atlético Huila,Blas Diaz,Clausura 2023B,0.0,4.0,11.0,1.0,78.55,0.0,18.0,0.0,9.0,7.0,0.0,3.0,271.0,19.0,,,,,
Atlético Huila,Blas Diaz,Apertura 2023A,1.0,8.0,27.0,3.0,71.53,0.0,25.0,4.0,16.0,14.0,0.0,1.0,407.0,45.0,,,,,
Deportivo La Equidad,Bleiner Agrón,Apertura 2025A,0.0,0.0,4.0,0.0,80.72,0.0,0.0,0.0,0.0,8.0,0.0,0.0,67.0,0.0,,,,,
Deportivo La Equidad,Bleiner Agrón,Clausura 2024B,0.0,1.0,2.0,0.0,67.57,0.0,2.0,0.0,5.0,13.0,0.0,0.0,75.0,0.0,,,,,
Deportivo La Equidad,Bleiner Agrón,Apertura 2024A,0.0,3.0,6.0,0.0,79.95,0.0,8.0,0.0,12.0,31.0,0.0,0.0,299.0,2.0,,,,,
Atlético Nacional,Brahian Palacios,Apertura 2024A,0.0,2.0,1.0,0.0,75.61,0.0,5.0,0.0,3.0,1.0,0.0,0.0,31.0,0.0,,,,,
Atlético Nacional,Brahian Palacios,Clausura 2023B,2.0,29.0,19.0,3.0,73.77,0.0,38.0,5.26,8.0,7.0,0.0,2.0,225.0,19.0,,,,,
Atlético Nacional,Brahian Palacios,Apertura 2023A,1.0,8.0,6.0,0.0,79.81,0.0,10.0,10.0,2.0,2.0,0.0,1.0,83.0,5.0,,,,,
Atlético Huila,Brandon Caicedo,Clausura 2023B,0.0,0.0,1.0,0.0,61.9,0.0,2.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,,,,,
Llaneros FC,Brandon Churi,Apertura 2025A,0.0,0.0,3.0,0.0,86.36,0.0,3.0,0.0,2.0,1.0,0.0,0.0,19.0,0.0,,,,,
Deportivo La Equidad,Brandon Quiñonez,Clausura 2024B,0.0,1.0,0.0,0.0,85.71,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,,,,,
Unión Magdalena,Brayam Palacios,Apertura 2023A,0.0,0.0,0.0,0.0,75.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,18.0,0.0,,,,,
Alianza Petrolera,Brayan Blandon,Apertura 2023A,0.0,0.0,3.0,0.0,84.85,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,0.0,,,,,
Millonarios,Brayan Campáz,Apertura 2024A,0.0,0.0,0.0,0.0,54.55,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,,,,,
Deportivo Pasto,Brayan Carabalí,Apertura 2025A,0.0,0.0,0.0,0.0,73.33,0.0,2.0,0.0,0.0,12.0,0.0,0.0,33.0,0.0,,,,,
Deportivo Pasto,Brayan Carabalí,Clausura 2024B,1.0,2.0,26.0,1.0,75.25,1.0,18.0,5.56,18.0,76.0,0.0,0.0,593.0,5.0,,,,,
Deportivo Pasto,Brayan Carabalí,Apertura 2024A,0.0,5.0,12.0,0.0,75.84,0.0,7.0,0.0,22.0,69.0,0.0,0.0,452.0,4.0,,,,,
Unión Magdalena,Brayan Carabalí,Apertura 2023A,0.0,0.0,3.0,0.0,82.76,1.0,3.0,0.0,2.0,9.0,0.0,0.0,24.0,1.0,,,,,
Junior Barranquilla,Brayan Ceballos,Apertura 2024A,0.0,3.0,4.0,0.0,88.36,0.0,3.0,0.0,7.0,6.0,0.0,0.0,129.0,0.0,,,,,
Junior Barranquilla,Brayan Ceballos,Clausura 2023B,1.0,5.0,15.0,0.0,90.32,0.0,4.0,25.0,10.0,27.0,0.0,0.0,457.0,0.0,,,,,
Patriotas Boyacá,Brayan Correa,Clausura 2024B,0.0,0.0,6.0,0.0,81.94,0.0,0.0,0.0,1.0,12.0,0.0,0.0,59.0,1.0,,,,,
América de Cali,Brayan Correa,Clausura 2023B,0.0,0.0,0.0,0.0,95.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,,,,,
Unión Magdalena,Brayan Correa,Clausura 2023B,0.0,1.0,6.0,0.0,75.78,0.0,4.0,0.0,10.0,9.0,0.0,0.0,122.0,1.0,,,,,
Unión Magdalena,Brayan Correa,Apertura 2023A,0.0,12.0,23.0,3.0,71.39,0.0,13.0,0.0,26.0,24.0,0.0,2.0,252.0,14.0,,,,,
América de Cali,Brayan Córdoba,Apertura 2023A,0.0,3.0,52.0,0.0,80.06,0.0,6.0,0.0,26.0,57.0,0.0,0.0,558.0,0.0,,,,,
Deportivo La Equidad,Brayan Fernandez,Apertura 2024A,0.0,1.0,4.0,0.0,76.83,0.0,16.0,0.0,2.0,0.0,0.0,0.0,63.0,3.0,,,,,
Deportivo La Equidad,Brayan Fernandez,Clausura 2023B,1.0,4.0,6.0,0.0,81.3,3.0,21.0,4.76,1.0,1.0,0.0,0.0,100.0,7.0,,,,,
Deportes Tolima,Brayan Gil,Clausura 2024B,8.0,8.0,6.0,1.0,81.9,6.0,56.0,14.29,5.0,7.0,0.0,0.0,190.0,21.0,,,,,
Deportes Tolima,Brayan Gil,Apertura 2024A,5.0,8.0,5.0,4.0,82.5,9.0,45.0,11.11,3.0,20.0,0.0,2.0,198.0,23.0,,,,,
Deportes Tolima,Brayan Gil,Clausura 2023B,2.0,8.0,5.0,0.0,70.43,4.0,27.0,7.41,3.0,2.0,0.0,0.0,81.0,6.0,,,,,
Deportes Tolima,Brayan Gil,Apertura 2023A,2.0,2.0,8.0,0.0,68.0,5.0,26.0,7.69,2.0,2.0,0.0,1.0,51.0,2.0,,,,,
Independiente Medellín,Brayan Léon Muñiz,Apertura 2025A,1.0,1.0,5.0,2.0,73.57,3.0,28.0,3.57,0.0,3.0,0.0,0.0,103.0,12.0,,,,,
Independiente Medellín,Brayan Léon Muñiz,Clausura 2024B,5.0,5.0,6.0,0.0,62.09,1.0,33.0,15.15,0.0,3.0,0.0,1.0,113.0,11.0,,,,,
Independiente Medellín,Brayan Léon Muñiz,Apertura 2024A,3.0,10.0,9.0,0.0,63.82,1.0,22.0,13.64,0.0,5.0,0.0,0.0,97.0,15.0,,,,,
Independiente Medellín,Brayan Léon Muñiz,Clausura 2023B,2.0,17.0,19.0,1.0,68.26,6.0,56.0,3.57,3.0,8.0,0.0,1.0,286.0,28.0,,,,,
Junior Barranquilla,Brayan Léon Muñiz,Apertura 2023A,0.0,3.0,7.0,1.0,75.0,3.0,11.0,0.0,2.0,7.0,0.0,1.0,165.0,9.0,,,,,
América de Cali,Brayan Medina,Apertura 2025A,0.0,1.0,11.0,0.0,86.3,0.0,6.0,0.0,12.0,55.0,0.0,0.0,334.0,2.0,,,,,
América de Cali,Brayan Medina,Clausura 2024B,0.0,5.0,12.0,0.0,77.85,2.0,8.0,0.0,7.0,23.0,0.0,0.0,246.0,4.0,,,,,
Atlético Huila,Brayan Medina,Clausura 2023B,0.0,3.0,16.0,0.0,69.15,1.0,9.0,0.0,6.0,20.0,0.0,0.0,130.0,4.0,,,,,
Deportivo La Equidad,Brayan Montaño,Apertura 2025A,0.0,0.0,4.0,0.0,83.38,0.0,1.0,0.0,3.0,36.0,0.0,0.0,306.0,2.0,,,,,
Deportivo Cali,Brayan Montaño,Clausura 2024B,0.0,0.0,8.0,0.0,79.9,0.0,1.0,0.0,1.0,19.0,0.0,0.0,163.0,0.0,,,,,
Deportivo Cali,Brayan Montaño,Apertura 2024A,0.0,2.0,4.0,0.0,81.94,0.0,1.0,0.0,7.0,34.0,0.0,0.0,236.0,0.0,,,,,
Deportivo Cali,Brayan Montaño,Clausura 2023B,0.0,1.0,7.0,2.0,77.06,0.0,2.0,0.0,8.0,25.0,0.0,2.0,309.0,2.0,,,,,
Deportivo Cali,Brayan Montaño,Apertura 2023A,0.0,4.0,6.0,0.0,74.43,0.0,0.0,0.0,12.0,20.0,0.0,0.0,262.0,3.0,,,,,
Boyacá Chicó FC,Brayan Moreno,Apertura 2023A,0.0,0.0,1.0,0.0,77.78,0.0,0.0,0.0,1.0,2.0,0.0,0.0,14.0,1.0,,,,,
