Team,Name,Torneo,Goals,Succ. dribbles,Tackles,Assists,Accurate passes %,Big chances missed,Total shots,Goal conversion %,Interceptions,Clearances,Errors leading to goal,Big chances created,Accurate passes,Key passes,Saves,Clean sheet,Penalties saved,Saves from inside box,Runs out
Deportivo Pasto,Marcos Espíndola,Apertura 2024A,0.0,0.0,0.0,0.0,40.91,0.0,0.0,0.0,0.0,2.0,0.0,0.0,27.0,0.0,5.0,2.0,0.0,1.0,0.0
América de Cali,Marcos Mina,Apertura 2025A,0.0,6.0,13.0,5.0,78.99,0.0,5.0,0.0,13.0,19.0,0.0,2.0,218.0,10.0,,,,,
América de Cali,Marcos Mina,Clausura 2024B,0.0,1.0,3.0,0.0,73.08,0.0,2.0,0.0,4.0,12.0,0.0,0.0,114.0,1.0,,,,,
América de Cali,Marcos Mina,Apertura 2024A,0.0,3.0,10.0,1.0,79.06,1.0,3.0,0.0,12.0,11.0,0.0,0.0,151.0,5.0,,,,,
América de Cali,Marcos Mina,Clausura 2023B,0.0,7.0,24.0,1.0,81.72,0.0,5.0,0.0,8.0,12.0,0.0,1.0,371.0,6.0,,,,,
Independiente Medellín,Marcus Vinicius,Apertura 2025A,0.0,0.0,0.0,0.0,73.91,1.0,4.0,0.0,0.0,0.0,0.0,0.0,34.0,1.0,,,,,
Independiente Medellín,Marcus Vinicius,Clausura 2024B,1.0,2.0,4.0,0.0,74.07,0.0,3.0,33.33,0.0,0.0,0.0,0.0,40.0,2.0,,,,,
Atlético Huila,Marcus Vinicius,Clausura 2023B,8.0,25.0,6.0,1.0,78.02,2.0,32.0,25.0,2.0,3.0,0.0,1.0,316.0,15.0,,,,,
Atlético Huila,Marcus Vinicius,Apertura 2023A,5.0,29.0,20.0,0.0,78.7,0.0,28.0,17.86,4.0,7.0,0.0,0.0,218.0,9.0,,,,,
Atlético Nacional,Marino Hinestroza,Apertura 2025A,2.0,8.0,6.0,2.0,81.71,0.0,14.0,14.29,2.0,0.0,0.0,1.0,143.0,13.0,,,,,
Atlético Nacional,Marino Hinestroza,Clausura 2024B,2.0,20.0,11.0,2.0,77.45,1.0,24.0,8.33,6.0,7.0,0.0,0.0,261.0,22.0,,,,,
Independiente Santa Fe,Marlon Balanta,Apertura 2025A,0.0,0.0,1.0,0.0,42.86,0.0,3.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,,,,,
Once Caldas,Marlon Piedrahita,Clausura 2023B,0.0,2.0,2.0,0.0,78.79,0.0,5.0,0.0,2.0,5.0,0.0,0.0,52.0,1.0,,,,,
Once Caldas,Marlon Piedrahita,Apertura 2023A,0.0,5.0,37.0,1.0,77.37,0.0,10.0,0.0,11.0,17.0,0.0,1.0,318.0,11.0,,,,,
Llaneros FC,Marlon Sierra,Apertura 2025A,0.0,1.0,1.0,0.0,72.5,0.0,1.0,0.0,0.0,3.0,0.0,0.0,58.0,0.0,,,,,
Deportes Tolima,Marlon Torres,Apertura 2025A,0.0,1.0,1.0,0.0,89.41,0.0,0.0,0.0,6.0,8.0,0.0,0.0,76.0,3.0,,,,,
Alianza Valledupar FC,Marlon Torres,Clausura 2024B,0.0,1.0,2.0,0.0,82.35,0.0,2.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,,,,,
Deportes Tolima,Marlon Torres,Clausura 2024B,0.0,6.0,31.0,0.0,85.94,0.0,12.0,0.0,16.0,67.0,0.0,0.0,929.0,2.0,,,,,
Alianza Valledupar FC,Marlon Torres,Apertura 2024A,0.0,7.0,4.0,0.0,76.0,1.0,2.0,0.0,1.0,4.0,0.0,0.0,76.0,4.0,,,,,
Deportes Tolima,Marlon Torres,Apertura 2024A,1.0,3.0,14.0,0.0,87.63,0.0,10.0,10.0,11.0,64.0,0.0,0.0,652.0,2.0,,,,,
Deportes Tolima,Marlon Torres,Clausura 2023B,0.0,4.0,17.0,0.0,83.66,0.0,10.0,0.0,9.0,35.0,0.0,0.0,379.0,2.0,,,,,
Independiente Santa Fe,Marlon Torres,Apertura 2023A,0.0,6.0,14.0,1.0,86.03,0.0,4.0,0.0,9.0,16.0,0.0,0.0,234.0,3.0,,,,,
Unión Magdalena,Martín Payares,Apertura 2025A,1.0,0.0,19.0,0.0,77.07,0.0,4.0,25.0,14.0,59.0,0.0,0.0,326.0,3.0,,,,,
Deportivo La Equidad,Martín Payares,Clausura 2024B,1.0,0.0,11.0,0.0,65.63,0.0,6.0,16.67,12.0,62.0,0.0,0.0,357.0,1.0,,,,,
Deportivo La Equidad,Martín Payares,Apertura 2024A,0.0,1.0,16.0,0.0,73.57,0.0,10.0,0.0,14.0,67.0,0.0,0.0,387.0,7.0,,,,,
Deportivo La Equidad,Martín Payares,Clausura 2023B,1.0,3.0,20.0,0.0,76.4,1.0,13.0,7.69,30.0,70.0,0.0,2.0,573.0,9.0,,,,,
Deportivo Cali,Martín Rea,Clausura 2024B,0.0,0.0,5.0,0.0,76.38,0.0,1.0,0.0,4.0,17.0,0.0,0.0,152.0,3.0,,,,,
América de Cali,Mateo Castillo Márquez,Apertura 2025A,0.0,7.0,11.0,1.0,81.05,0.0,3.0,0.0,4.0,8.0,0.0,0.0,124.0,2.0,,,,,
Rionegro Águilas Doradas,Mateo Garavito,Clausura 2024B,0.0,1.0,1.0,0.0,64.41,0.0,0.0,0.0,1.0,3.0,0.0,0.0,38.0,1.0,,,,,
Rionegro Águilas Doradas,Mateo Garavito,Apertura 2024A,0.0,5.0,14.0,0.0,72.79,0.0,1.0,0.0,10.0,11.0,0.0,0.0,107.0,2.0,,,,,
Independiente Santa Fe,Mateo Garavito,Clausura 2023B,0.0,0.0,12.0,0.0,67.41,0.0,4.0,0.0,13.0,10.0,0.0,1.0,151.0,4.0,,,,,
Deportivo Pasto,Mateo Garavito,Apertura 2023A,0.0,15.0,26.0,0.0,78.48,0.0,6.0,0.0,28.0,13.0,0.0,1.0,383.0,13.0,,,,,
Once Caldas,Mateo García,Apertura 2025A,0.0,1.0,17.0,0.0,90.56,0.0,12.0,0.0,10.0,12.0,0.0,0.0,403.0,14.0,,,,,
Once Caldas,Mateo García,Clausura 2024B,2.0,7.0,26.0,0.0,88.37,1.0,28.0,7.14,7.0,10.0,0.0,1.0,623.0,16.0,,,,,
Once Caldas,Mateo García,Apertura 2024A,0.0,8.0,31.0,0.0,85.71,0.0,28.0,0.0,10.0,20.0,0.0,0.0,834.0,19.0,,,,,
Rionegro Águilas Doradas,Mateo Puerta,Apertura 2025A,0.0,0.0,1.0,0.0,78.57,0.0,1.0,0.0,1.0,0.0,0.0,0.0,22.0,2.0,,,,,
Rionegro Águilas Doradas,Mateo Puerta,Clausura 2024B,0.0,1.0,7.0,0.0,67.44,0.0,6.0,0.0,8.0,14.0,0.0,0.0,145.0,6.0,,,,,
Rionegro Águilas Doradas,Mateo Puerta,Apertura 2024A,0.0,5.0,19.0,0.0,68.6,0.0,1.0,0.0,11.0,14.0,0.0,0.0,201.0,7.0,,,,,
Rionegro Águilas Doradas,Mateo Puerta,Clausura 2023B,3.0,6.0,38.0,1.0,69.62,1.0,12.0,25.0,8.0,22.0,0.0,1.0,346.0,10.0,,,,,
Rionegro Águilas Doradas,Mateo Puerta,Apertura 2023A,1.0,8.0,36.0,3.0,78.85,0.0,7.0,14.29,22.0,26.0,0.0,5.0,537.0,23.0,,,,,
Once Caldas,Mateo Rodas,Apertura 2025A,0.0,0.0,9.0,0.0,75.53,0.0,3.0,0.0,2.0,6.0,0.0,0.0,71.0,0.0,,,,,
Patriotas Boyacá,Mateo Rodas,Clausura 2024B,1.0,6.0,15.0,1.0,74.58,0.0,24.0,4.17,16.0,57.0,0.0,1.0,487.0,10.0,,,,,
Patriotas Boyacá,Mateo Rodas,Apertura 2024A,0.0,8.0,33.0,2.0,70.94,0.0,30.0,0.0,11.0,42.0,0.0,2.0,520.0,16.0,,,,,
Alianza Petrolera,Mateo Rodas,Clausura 2023B,0.0,1.0,0.0,0.0,59.32,0.0,3.0,0.0,3.0,5.0,0.0,0.0,35.0,0.0,,,,,
Alianza Petrolera,Mateo Rodas,Apertura 2023A,0.0,1.0,1.0,0.0,73.5,0.0,1.0,0.0,2.0,10.0,0.0,0.0,86.0,0.0,,,,,
Once Caldas,Mateo Zuleta,Apertura 2025A,0.0,2.0,9.0,0.0,69.66,0.0,1.0,0.0,1.0,2.0,0.0,0.0,62.0,1.0,,,,,
América de Cali,Mateo Zuleta,Clausura 2024B,0.0,0.0,5.0,0.0,91.43,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0,,,,,
Atlético Nacional,Mateus Uribe,Apertura 2025A,0.0,2.0,4.0,1.0,91.93,1.0,4.0,0.0,5.0,4.0,0.0,0.0,148.0,5.0,,,,,
Deportivo Pasto,Matteo Frigerio,Clausura 2024B,0.0,0.0,1.0,0.0,66.67,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,,,,,
Deportivo Pasto,Mauricio Castaño,Apertura 2025A,1.0,1.0,12.0,0.0,82.59,0.0,8.0,12.5,6.0,23.0,0.0,0.0,166.0,4.0,,,,,
Deportivo Pasto,Mauricio Castaño,Clausura 2024B,0.0,0.0,5.0,0.0,73.81,0.0,1.0,0.0,3.0,1.0,0.0,0.0,93.0,6.0,,,,,
Once Caldas,Mauricio Castaño,Apertura 2024A,0.0,3.0,11.0,0.0,74.63,0.0,4.0,0.0,2.0,18.0,0.0,0.0,153.0,1.0,,,,,
Boyacá Chicó FC,Mauricio Garcia,Clausura 2023B,0.0,0.0,1.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,3.0,,,,,
Boyacá Chicó FC,Mauricio Garcia,Apertura 2023A,0.0,1.0,0.0,0.0,94.12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,1.0,,,,,
Patriotas Boyacá,Mauricio Gómez,Clausura 2024B,0.0,1.0,1.0,0.0,83.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,,,,,
Boyacá Chicó FC,Mauricio Liñan,Apertura 2024A,0.0,0.0,2.0,0.0,65.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,13.0,1.0,,,,,
Boyacá Chicó FC,Mauricio Liñan,Clausura 2023B,1.0,1.0,1.0,0.0,80.95,0.0,2.0,50.0,0.0,1.0,0.0,0.0,17.0,2.0,,,,,
Atlético Nacional,Maximiliano Cantera,Clausura 2023B,0.0,1.0,6.0,0.0,79.89,0.0,6.0,0.0,3.0,0.0,0.0,0.0,147.0,5.0,,,,,
Alianza Valledupar FC,Mayer Gil,Apertura 2025A,0.0,0.0,3.0,0.0,78.95,0.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,,,,,
Alianza Valledupar FC,Mayer Gil,Clausura 2024B,1.0,2.0,1.0,0.0,65.75,0.0,14.0,7.14,1.0,1.0,0.0,0.0,48.0,1.0,,,,,
Alianza Valledupar FC,Mayer Gil,Apertura 2024A,1.0,8.0,8.0,0.0,75.73,4.0,15.0,6.67,2.0,4.0,0.0,0.0,156.0,11.0,,,,,
Alianza Petrolera,Mayer Gil,Clausura 2023B,2.0,3.0,6.0,0.0,68.82,0.0,12.0,16.67,3.0,1.0,0.0,0.0,64.0,5.0,,,,,
Alianza Petrolera,Mayer Gil,Apertura 2023A,3.0,7.0,6.0,0.0,76.53,3.0,20.0,15.0,3.0,5.0,0.0,1.0,75.0,5.0,,,,,
Independiente Medellín,Mender García,Apertura 2025A,0.0,3.0,7.0,0.0,78.46,2.0,12.0,0.0,0.0,9.0,0.0,0.0,193.0,13.0,,,,,
Independiente Medellín,Mender García,Clausura 2024B,4.0,4.0,10.0,2.0,81.05,1.0,17.0,23.53,6.0,6.0,0.0,2.0,201.0,15.0,,,,,
Independiente Medellín,Mender García,Apertura 2024A,2.0,2.0,2.0,0.0,83.33,1.0,11.0,18.18,0.0,6.0,0.0,1.0,90.0,3.0,,,,,
Once Caldas,Michael Barrios,Apertura 2025A,3.0,3.0,14.0,2.0,78.4,1.0,17.0,17.65,2.0,3.0,0.0,3.0,127.0,10.0,,,,,
Once Caldas,Michael Barrios,Clausura 2024B,6.0,15.0,21.0,4.0,74.47,3.0,54.0,11.11,8.0,7.0,0.0,3.0,280.0,33.0,,,,,
América de Cali,Michael Barrios,Apertura 2024A,2.0,2.0,1.0,0.0,79.17,0.0,9.0,22.22,0.0,0.0,0.0,0.0,38.0,6.0,,,,,
Boyacá Chicó FC,Michael Gómez,Clausura 2024B,3.0,5.0,5.0,0.0,75.62,2.0,21.0,14.29,0.0,2.0,0.0,0.0,183.0,10.0,,,,,
Boyacá Chicó FC,Michael Gómez,Apertura 2024A,1.0,3.0,3.0,1.0,78.79,3.0,18.0,5.56,2.0,3.0,0.0,1.0,156.0,12.0,,,,,
Boyacá Chicó FC,Michael Gómez,Clausura 2023B,2.0,0.0,3.0,0.0,72.0,1.0,14.0,14.29,3.0,2.0,0.0,0.0,72.0,3.0,,,,,
Boyacá Chicó FC,Michael Gómez,Apertura 2023A,4.0,9.0,7.0,0.0,80.08,2.0,21.0,19.05,5.0,5.0,0.0,1.0,197.0,8.0,,,,,
Deportivo Cali,Michael John Kamara,Apertura 2025A,0.0,0.0,0.0,0.0,80.95,0.0,0.0,0.0,0.0,4.0,0.0,0.0,34.0,0.0,,,,,
Llaneros FC,Michael Rangel,Apertura 2025A,1.0,2.0,3.0,2.0,70.49,0.0,12.0,8.33,2.0,9.0,0.0,1.0,129.0,6.0,,,,,
Atlético Bucaramanga,Michael Rangel,Clausura 2024B,3.0,2.0,2.0,0.0,70.73,1.0,15.0,20.0,0.0,6.0,0.0,1.0,58.0,4.0,,,,,
Alianza Valledupar FC,Michael Rangel,Apertura 2024A,0.0,1.0,1.0,1.0,67.06,1.0,11.0,0.0,0.0,10.0,0.0,1.0,57.0,5.0,,,,,
Deportivo Pasto,Michel Ramos,Apertura 2024A,0.0,1.0,0.0,0.0,75.56,0.0,3.0,0.0,0.0,0.0,0.0,0.0,34.0,2.0,,,,,
Deportivo Pasto,Michel Ramos,Clausura 2023B,0.0,3.0,1.0,1.0,69.53,0.0,17.0,0.0,1.0,0.0,0.0,1.0,89.0,9.0,,,,,
Deportivo Cali,Michel Ramos,Apertura 2023A,0.0,0.0,2.0,0.0,74.51,0.0,4.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,,,,,
Deportivo La Equidad,Miguel Amaya,Apertura 2025A,0.0,0.0,2.0,0.0,84.62,0.0,1.0,0.0,2.0,2.0,0.0,0.0,22.0,0.0,,,,,
Envigado FC,Miguel Marulanda,Apertura 2025A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Independiente Medellín,Miguel Monsalve,Apertura 2024A,1.0,8.0,9.0,1.0,81.4,0.0,12.0,8.33,1.0,1.0,0.0,0.0,210.0,14.0,,,,,
Independiente Medellín,Miguel Monsalve,Clausura 2023B,1.0,3.0,1.0,0.0,86.34,0.0,4.0,25.0,4.0,0.0,0.0,0.0,139.0,5.0,,,,,
Independiente Medellín,Miguel Monsalve,Apertura 2023A,2.0,19.0,2.0,3.0,84.52,1.0,10.0,20.0,3.0,0.0,0.0,1.0,142.0,9.0,,,,,
Junior Barranquilla,Miller Bacca,Apertura 2025A,0.0,0.0,0.0,0.0,100.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,,,,,
Alianza Valledupar FC,Misael Martínez,Apertura 2025A,1.0,2.0,4.0,0.0,70.0,0.0,11.0,9.09,0.0,1.0,0.0,0.0,49.0,4.0,,,,,
Alianza Valledupar FC,Misael Martínez,Clausura 2024B,3.0,1.0,6.0,0.0,75.84,1.0,21.0,14.29,0.0,4.0,0.0,1.0,113.0,8.0,,,,,
Atlético Bucaramanga,Misael Martínez,Apertura 2024A,2.0,3.0,4.0,1.0,61.64,1.0,9.0,22.22,0.0,3.0,0.0,1.0,45.0,3.0,,,,,
Atlético Bucaramanga,Misael Martínez,Clausura 2023B,2.0,2.0,3.0,1.0,71.59,5.0,25.0,8.0,2.0,10.0,0.0,1.0,126.0,12.0,,,,,
Rionegro Águilas Doradas,Moisés Villarroel,Clausura 2023B,0.0,6.0,11.0,2.0,79.42,1.0,15.0,0.0,9.0,9.0,0.0,1.0,328.0,6.0,,,,,
Independiente Medellín,Málcom Palacios,Clausura 2024B,0.0,0.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,,,,,
Independiente Medellín,Málcom Palacios,Apertura 2024A,0.0,1.0,9.0,0.0,87.41,0.0,1.0,0.0,5.0,9.0,0.0,0.0,243.0,0.0,,,,,
Independiente Medellín,Málcom Palacios,Apertura 2023A,0.0,1.0,1.0,0.0,86.42,0.0,3.0,0.0,1.0,8.0,0.0,0.0,70.0,0.0,,,,,
Once Caldas,Nahuel Gallardo,Apertura 2023A,0.0,3.0,15.0,0.0,78.26,0.0,1.0,0.0,6.0,1.0,0.0,0.0,162.0,0.0,,,,,
Deportivo Cali,Neider Ospina,Clausura 2023B,0.0,6.0,2.0,1.0,81.16,0.0,3.0,0.0,1.0,0.0,0.0,2.0,56.0,4.0,,,,,
Atlético Nacional,Nelson Deossa,Clausura 2023B,4.0,14.0,26.0,2.0,72.93,0.0,21.0,19.05,7.0,9.0,0.0,4.0,334.0,21.0,,,,,
Atlético Nacional,Nelson Deossa,Apertura 2023A,1.0,43.0,32.0,1.0,71.69,1.0,36.0,2.78,17.0,19.0,0.0,3.0,352.0,23.0,,,,,
Atlético Nacional,Nelson Palacio,Apertura 2023A,1.0,18.0,29.0,1.0,85.75,0.0,14.0,7.14,12.0,25.0,0.0,0.0,650.0,12.0,,,,,
Alianza Valledupar FC,Nelson Reyes,Apertura 2024A,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,,
Atlético Bucaramanga,Nelson Reyes,Apertura 2023A,0.0,1.0,2.0,0.0,76.47,0.0,3.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,,,,,
Deportes Tolima,Neto Volpi,Apertura 2024A,0.0,1.0,0.0,0.0,71.03,0.0,0.0,0.0,0.0,9.0,0.0,1.0,277.0,2.0,36.0,6.0,0.0,18.0,2.0
Deportes Tolima,Neto Volpi,Clausura 2023B,0.0,2.0,1.0,2.0,57.45,0.0,0.0,0.0,0.0,15.0,0.0,1.0,351.0,2.0,88.0,11.0,1.0,42.0,5.0
Deportivo Pereira,Neyder Aragón,Apertura 2024A,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0
Atlético Nacional,Neyder Moreno,Apertura 2024A,0.0,1.0,4.0,0.0,62.16,0.0,6.0,0.0,1.0,0.0,0.0,0.0,23.0,0.0,,,,,
Atlético Nacional,Neyder Moreno,Clausura 2023B,1.0,12.0,17.0,3.0,69.92,3.0,27.0,3.7,3.0,5.0,0.0,4.0,165.0,22.0,,,,,
Independiente Santa Fe,Neyder Moreno,Apertura 2023A,1.0,1.0,8.0,0.0,76.88,0.0,17.0,5.88,1.0,4.0,0.0,0.0,123.0,13.0,,,,,
Atlético Bucaramanga,Neymar Sanchez,Clausura 2023B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Atlético Bucaramanga,Neymar Sanchez,Apertura 2023A,1.0,6.0,3.0,0.0,66.67,0.0,4.0,25.0,0.0,0.0,0.0,0.0,18.0,0.0,,,,,
Envigado FC,Neymar Uribe,Apertura 2025A,0.0,7.0,13.0,1.0,72.58,0.0,8.0,0.0,12.0,33.0,0.0,0.0,180.0,10.0,,,,,
Envigado FC,Neymar Uribe,Clausura 2024B,0.0,4.0,10.0,0.0,71.85,0.0,3.0,0.0,4.0,17.0,0.0,0.0,97.0,1.0,,,,,
Deportivo Cali,Nicola Profeta,Clausura 2023B,0.0,0.0,0.0,0.0,66.67,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,,
Millonarios,Nicolas Arevalo,Apertura 2025A,0.0,0.0,14.0,0.0,87.73,1.0,7.0,0.0,6.0,7.0,0.0,0.0,193.0,8.0,,,,,
Millonarios,Nicolas Arevalo,Clausura 2024B,0.0,0.0,1.0,0.0,80.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,,,,,
Millonarios,Nicolas Arevalo,Apertura 2024A,0.0,0.0,2.0,0.0,68.18,0.0,0.0,0.0,1.0,2.0,0.0,0.0,15.0,0.0,,,,,
Millonarios,Nicolas Arevalo,Clausura 2023B,0.0,2.0,2.0,0.0,90.59,0.0,0.0,0.0,2.0,1.0,0.0,0.0,77.0,1.0,,,,,
Millonarios,Nicolas Arevalo,Apertura 2023A,0.0,2.0,8.0,1.0,80.58,0.0,0.0,0.0,5.0,1.0,0.0,1.0,112.0,3.0,,,,,
Deportivo Pasto,Nicolas Gil,Clausura 2024B,1.0,4.0,36.0,1.0,77.42,1.0,13.0,7.69,26.0,44.0,0.0,1.0,624.0,5.0,,,,,
Deportivo Pasto,Nicolas Gil,Apertura 2024A,0.0,7.0,34.0,0.0,80.03,1.0,5.0,0.0,18.0,42.0,0.0,0.0,489.0,2.0,,,,,
Unión Magdalena,Nicolas Gil,Clausura 2023B,1.0,2.0,27.0,0.0,78.03,1.0,7.0,14.29,21.0,38.0,0.0,0.0,444.0,0.0,,,,,
Unión Magdalena,Nicolas Gil,Apertura 2023A,0.0,4.0,21.0,0.0,79.05,0.0,11.0,0.0,32.0,64.0,0.0,0.0,434.0,4.0,,,,,
Deportivo Pereira,Nicolas Rengifo,Apertura 2025A,0.0,1.0,0.0,0.0,100.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,14.0,0.0,,,,,
Deportivo Pereira,Nicolas Rengifo,Apertura 2024A,0.0,3.0,9.0,0.0,85.45,0.0,4.0,0.0,9.0,6.0,0.0,1.0,182.0,3.0,,,,,
Millonarios,Nicolás Giraldo,Apertura 2025A,0.0,0.0,2.0,0.0,73.33,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,,,,,
Deportivo Pereira,Nicolás Giraldo,Clausura 2024B,0.0,2.0,9.0,1.0,74.91,0.0,10.0,0.0,11.0,18.0,0.0,0.0,206.0,7.0,,,,,
Deportivo Pereira,Nicolás Giraldo,Apertura 2024A,0.0,11.0,25.0,0.0,78.43,0.0,11.0,0.0,13.0,19.0,0.0,0.0,389.0,4.0,,,,,
Deportes Tolima,Nicolás Giraldo,Clausura 2023B,0.0,10.0,15.0,0.0,80.7,0.0,12.0,0.0,13.0,22.0,0.0,1.0,230.0,6.0,,,,,
Deportes Tolima,Nicolás Giraldo,Apertura 2023A,0.0,1.0,2.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,,,,,
Rionegro Águilas Doradas,Nicolás Lara,Apertura 2025A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Rionegro Águilas Doradas,Nicolás Lara,Clausura 2024B,0.0,1.0,3.0,0.0,86.54,1.0,2.0,0.0,2.0,9.0,0.0,0.0,45.0,1.0,,,,,
Rionegro Águilas Doradas,Nicolás Lara,Apertura 2023A,0.0,0.0,3.0,0.0,89.29,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,0.0,,,,,
Atlético Bucaramanga,Nicolás Marotta,Apertura 2023A,0.0,0.0,22.0,0.0,80.35,1.0,16.0,0.0,30.0,73.0,0.0,0.0,417.0,2.0,,,,,
Deportivo Pasto,Nicolás Morínigo,Apertura 2025A,1.0,1.0,1.0,0.0,67.11,1.0,7.0,14.29,1.0,2.0,0.0,0.0,51.0,2.0,,,,,
Fortaleza CEIF,Nicolás Rodríguez,Clausura 2024B,5.0,26.0,22.0,3.0,81.23,0.0,44.0,11.36,1.0,14.0,0.0,7.0,515.0,32.0,,,,,
Fortaleza CEIF,Nicolás Rodríguez,Apertura 2024A,2.0,15.0,19.0,2.0,79.69,2.0,26.0,7.69,3.0,2.0,0.0,2.0,310.0,23.0,,,,,
Boyacá Chicó FC,Nicolás Rubio,Apertura 2023A,0.0,0.0,0.0,0.0,66.67,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,,,,,
Junior Barranquilla,Nicolás Zalazar,Clausura 2024B,0.0,2.0,14.0,0.0,81.17,0.0,14.0,0.0,14.0,21.0,0.0,0.0,444.0,0.0,,,,,
Junior Barranquilla,Nicolás Zalazar,Apertura 2024A,0.0,0.0,1.0,0.0,85.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,,
América de Cali,Nilson Castrillón,Clausura 2024B,0.0,4.0,7.0,0.0,74.9,0.0,9.0,0.0,5.0,8.0,0.0,0.0,179.0,4.0,,,,,
América de Cali,Nilson Castrillón,Apertura 2024A,1.0,1.0,13.0,1.0,72.78,0.0,5.0,20.0,6.0,11.0,0.0,2.0,123.0,6.0,,,,,
Junior Barranquilla,Nilson Castrillón,Clausura 2023B,0.0,0.0,4.0,0.0,85.56,0.0,1.0,0.0,4.0,7.0,0.0,0.0,77.0,0.0,,,,,
Junior Barranquilla,Nilson Castrillón,Apertura 2023A,0.0,1.0,4.0,0.0,85.15,0.0,0.0,0.0,7.0,5.0,0.0,0.0,86.0,1.0,,,,,
Envigado FC,Nilzo Ramírez,Apertura 2025A,0.0,1.0,0.0,0.0,81.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,,,,,
Envigado FC,Nilzo Ramírez,Clausura 2024B,0.0,0.0,1.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,,,,,
Envigado FC,Nilzo Ramírez,Apertura 2024A,0.0,0.0,0.0,0.0,64.71,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,,,,,
Millonarios,Néyser Villarreal,Apertura 2025A,0.0,1.0,3.0,2.0,85.11,1.0,11.0,0.0,0.0,0.0,0.0,1.0,40.0,4.0,,,,,
Millonarios,Néyser Villarreal,Clausura 2024B,0.0,7.0,1.0,1.0,81.82,0.0,6.0,0.0,0.0,0.0,0.0,1.0,18.0,3.0,,,,,
Millonarios,Néyser Villarreal,Apertura 2024A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Millonarios,Néyser Villarreal,Clausura 2023B,0.0,1.0,1.0,0.0,36.36,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,
Independiente Santa Fe,Omar Albornoz,Apertura 2025A,1.0,0.0,3.0,0.0,70.77,1.0,7.0,14.29,2.0,3.0,0.0,0.0,46.0,2.0,,,,,
Independiente Santa Fe,Omar Albornoz,Clausura 2024B,4.0,9.0,24.0,1.0,75.76,1.0,20.0,20.0,9.0,8.0,0.0,0.0,275.0,21.0,,,,,
Junior Barranquilla,Omar Albornoz,Apertura 2024A,0.0,0.0,1.0,0.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,,,,,
Junior Barranquilla,Omar Albornoz,Clausura 2023B,0.0,2.0,1.0,0.0,75.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,,,,,
Junior Barranquilla,Omar Albornoz,Apertura 2023A,2.0,6.0,1.0,0.0,76.98,1.0,7.0,28.57,2.0,4.0,0.0,0.0,97.0,2.0,,,,,
América de Cali,Omar Bertel,Apertura 2025A,0.0,0.0,1.0,0.0,75.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,24.0,0.0,,,,,
